Date,Name,Country,BusinessType,BusinessSubType,BreachType,DataType,DataType2,InsideOutside,ThirdParty,ThirdPartyName,TotalAffected,RefPage,UID,XREF1,StockSymbol,DataRecovered,ConsumerLawsuit,ArrestProsecution
7/11/2008,Fort Lewis,US,Gov,Fed,Stolen Laptop,?,?,Outside,No,,900,http://attrition.org/dataloss/2008/07/lewis01.html,DL-1032,,No,No,No,No
7/14/2008,Washington Metropolitan Area Transit Authority,US,Gov,City,Web,SSN,?,Inside - Accidental,No,,4700,http://attrition.org/dataloss/2008/07/wmata01.html,DL-1033,,No,No,No,No
7/15/2008,Indiana State University,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,2500,http://attrition.org/dataloss/2008/07/isu01.html,DL-1041,,No,Yes,No,No
7/15/2008,Weber Law Firm,US,Biz,?,Disposal - Documents,SSN,FIN,Outside,No,,?,http://attrition.org/dataloss/2008/07/weber01.html,DL-1034,,No,No,No,No
7/15/2008,Missouri National Guard,US,Gov,State,Stolen Computer,SSN,NAA,Outside,No,,2000,http://attrition.org/dataloss/2008/07/mong01.html,DL-1035,,No,No,No,No
7/15/2008,University of Texas at Austin,US,Edu,Uni,Web,SSN,?,Outside,No,,2500,http://attrition.org/dataloss/2008/07/uta01.html,DL-1036,,No,No,No,No
7/17/2008,Bristol-Myers Squibb,US,Biz,Med,Stolen Tape,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/07/bmy01.html,DL-1037,,BMY,No,No,No
7/17/2008,University of Maryland,US,Edu,Uni,Snail Mail,SSN,NAA,Outside,No,,23000,http://attrition.org/dataloss/2008/07/umd01.html,DL-1038,,No,No,No,No
7/18/2008,Falkirk and District Royal Infirmary,GB,Hos,Med,Stolen Laptop,NAA,MED,Outside,No,,89,http://attrition.org/dataloss/2008/07/fdrinf01.html,DL-1039,,No,No,No,No
7/19/2008,Minneapolis Veterans Home,US,Med,Pro,Stolen Computer,SSN,MED,Outside,No,,336,http://attrition.org/dataloss/2008/07/mvh01.html,DL-1040,,No,No,No,No
7/24/2008,Village of Tinley Park Illinois,US,Gov,City,Lost Tape,SSN,?,Outside,No,,20400,http://attrition.org/dataloss/2008/07/tinley01.html,DL-1042,,No,No,No,No
7/24/2008,St Marys Regional Medical Center,US,Med,Hos,Hack,SSN,NAA,?,No,,128000,http://attrition.org/dataloss/2008/07/smrmc01.html,DL-1043,,No,No,No,No
7/24/2008,Hillsborough Community College,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,2000,http://attrition.org/dataloss/2008/07/hcc01.html,DL-1044,,No,No,No,No
7/24/2008,University of Houston,US,Edu,Uni,Web,SSN,NAA,Outside,M,,259,http://attrition.org/dataloss/2008/07/uhouston01.html,DL-1045,,No,No,No,No
7/25/2008,Ohio University,US,Edu,Uni,Web,SSN,NAA,Outside,No,,492,http://attrition.org/dataloss/2008/07/ohiou01.html,DL-1046,,No,No,No,No
7/26/2008,Connecticut College,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,2800,http://attrition.org/dataloss/2008/07/cc01.html,DL-1047,,No,No,No,No
7/29/2008,Blue Cross Blue Shield of Georgia,US,Med,Ins,Snail Mail,MED,NAA,Outside,No,,202000,http://attrition.org/dataloss/2008/07/bcbsga01.html,DL-1048,,No,No,No,No
7/29/2008,Anheuser-Busch,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/07/busch01.html,DL-1049,,No,No,No,No
7/30/2008,City of Yuma Arizona,US,Gov,City,Email,SSN,?,Outside,No,,300,http://attrition.org/dataloss/2008/07/yuma01.html,DL-1050,,No,No,No,No
7/31/2008,University of Texas at Dallas,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,9100,http://attrition.org/dataloss/2008/07/utdallas01.html,DL-1051,,No,No,No,No
8/1/2008,Delphi Automotive / Ohio Department of Job and Family Services,US,Biz,Retail,Lost Media,SSN,NAA,Outside,No,,2600,http://attrition.org/dataloss/2008/08/delphi01.html,DL-1054,,No,No,No,No
8/1/2008,Stepping Hill Hospital,GB,Med,Hos,Stolen Laptop,MED,?,Outside,No,,1581,http://attrition.org/dataloss/2008/08/shh01.html,DL-1052,,No,No,No,No
8/2/2008,Countrywide Financial Corp,US,Biz,Fin,Hack,SSN,NAA,Inside - Malicious,Yes,Full Spectrum Lending,2000000,http://attrition.org/dataloss/2008/08/cwide01.html,DL-1055,,No,No,No,Yes
8/4/2008,Arapahoe Community College,US,Edu,Uni,Stolen Drive,SSN,NAA,Outside,No,,15000,http://attrition.org/dataloss/2008/08/acc01.html,DL-1053,,No,No,No,No
8/7/2008,Harris County Hospital District,US,Med,Hos,Lost Drive,MED,FIN,Outside,No,,1200,http://attrition.org/dataloss/2008/08/hchd01.html,DL-1056,,No,No,No,No
8/11/2008,Ireland Department of Social and Family Affairs,IE,Gov,Fed,Stolen Laptop,ACC,?,Outside,No,,380000,http://attrition.org/dataloss/2008/08/idsfa01.html,DL-1057,,No,No,No,No
8/13/2007,Charter Communications,US,Biz,Tech,Stolen Laptop,SSN,NAA,Outside,No,,9000,http://attrition.org/dataloss/2008/08/charter01.html,DL-1058,,No,No,No,No
8/14/2008,Wuesthoff Medical Center,US,Med,Pro,Web,SSN,NAA,Outside,No,,500,http://attrition.org/dataloss/2008/08/wmc01.html,DL-1059,,No,No,No,No
8/18/2008,Dominion Enterprises / InterActive Financial Marketing Group,US,Biz,Fin,Hack,SSN,NAA,Outside,No,,92095,http://attrition.org/dataloss/2008/08/ifmg01.html,DL-1060,,No,No,No,No
8/18/2008,Department for Work and Pensions,UK,Gov,Fed,?,SSN,NAA,Inside - Accidential,No,,9000,http://attrition.org/dataloss/2008/08/ukdwp01.html,DL-1071,,No,No,No,No
8/19/2008,Kingston Tax Service,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/08/kts01.html,DL-1061,,No,No,No,No
8/20/2008,Barclays Bank PLC,UK,Biz,Fin,Snail Mail,CCN,NAA,Inside - Accidential,No,,17000,http://attrition.org/dataloss/2008/08/barclay01.html,DL-1070,,No,No,No,No
8/20/2008,The Princeton Review,US,Biz,Tech,Web,SSN,NAA,Inside - Accidential,No,,108000,http://attrition.org/dataloss/2008/08/prinrv01.html,DL-1069,,No,No,No,No
8/21/2008,PA Consulting / The Home Office,UK,Biz,Tech,Stolen Media,NAA,DOB,Outside,Yes,PA Consulting,94000,http://attrition.org/dataloss/2008/08/paconsult01.html,DL-1068,,No,No,No,No
8/22/2008,Louisiana Real Estate Commission,US,Gov,State,Web,SSN,NAA,Inside - Accidential,No,,13000,http://attrition.org/dataloss/2008/08/lrecom01.html,DL-1073,,No,No,No,No
8/22/2008,Korean Ministry of Education,HK,Gov,Fed,Web,SSN,NAA,Inside - Accidential,No,,7617,http://attrition.org/dataloss/2008/08/kmest01.html,DL-1067,,No,No,No,No
8/23/2008,Best Western,US,Biz,Hotel,Hack,CCN,NAA,Outside,No,,0,http://attrition.org/dataloss/2008/08/bwestern01.html,DL-1062,,No,No,No,No
8/26/2008,Royal Bank of Scotland / NatWest / American Express,UK,Biz,Fin,Disposal - Drive,ACC,NAA,Outside,Yes,Graphic Data,1000000,http://attrition.org/dataloss/2008/08/grdata01.html,DL-1063,,No,Yes,No,No
8/26/2008,Pennsylvania Public Welfare Department,US,Gov,State,Email,SSN,NAA,Inside - Accidential,No,,2845,http://attrition.org/dataloss/2008/08/ppwd01.html,DL-1064,,No,No,No,No
8/26/2008,Prince William Co. Public Schools,US,Edu,HS,Web,SSN,NAA,Inside - Accidential,No,,2600,http://attrition.org/dataloss/2008/08/pwcps01.html,DL-1066,,No,No,No,No
8/27/2008,Kansas State University,US,Edu,Uni,Stolen Documents,SSN,NAA,Outside,No,,86,http://attrition.org/dataloss/2008/08/ksu01.html,DL-1065,,No,No,No,No
8/28/2008,Reynoldsburg (Ohio) City School District,US,Edu,City,Stolen Laptop,SSN,NAA,Outside,No,,4259,http://attrition.org/dataloss/2008/08/reyncsd01.html,DL-1072,,No,No,No,No
9/2/2008,Clarkson University,US,Edu,Uni,?,SSN,NAA,Inside - Accidential,No,,245,http://attrition.org/dataloss/2008/09/clarku01.html,DL-1074,,No,No,No,No
9/5/2008,"East Burke (Morganton, NC) High School",US,Edu,HS,Web,SSN,NAA,Inside - Accidential,No,,163,http://attrition.org/dataloss/2008/09/eburkehs01.html,DL-1075,,No,No,No,No
9/6/2008,National Offender Management Service,US,Gov,Fed,Lost Drive,SSN,NAA,Inside - Accidential,No,,5000,http://attrition.org/dataloss/2008/09/noms01.html,DL-1076,,No,No,No,No
9/6/2008,GS Caltex,KR,Biz,Pro,Lost Media,SSN,NAA,Inside - Accidential,No,,11000000,http://attrition.org/dataloss/2008/09/caltex01.html,DL-1077,,No,Yes,No,Yes
9/9/2008,University of Pittsburgh,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,0,http://attrition.org/dataloss/2008/09/upitts01.html,DL-1078,,No,No,No,No
