Date,Name,Country,BusinessType,BusinessSubType,BreachType,DataType,DataType2,InsideOutside,ThirdParty,ThirdPartyName,TotalAffected,RefPage,UID,XREF1,StockSymbol,DataRecovered,ConsumerLawsuit,ArrestProsecution
1/16/2008,University of Wisconsin-Madison,US,Edu,Uni,Web,SSN,NAA,Outside,No,,529,http://attrition.org/dataloss/2008/01/uwismad01.html,DL-0882,,No,No,No,No
1/17/2008,GE Money,US,Biz,Fin,Lost Tape,CCN,SSN,Outside,Yes,Iron Mountain,650000,http://attrition.org/dataloss/2008/01/gemoney01.html,DL-0883,,GE,No,No,No
1/18/2008,United Kingdom Ministry of Defence,GB,Gov,Fed,Stolen Laptop,SSN,NAA,Outside,No,,605767,http://attrition.org/dataloss/2008/01/ukmod01.html,DL-0884,,No,No,No,No
1/24/2008,Fallon Community Health Plan,US,Med,Pro,Stolen Laptop,MED,NAA,Outside,Yes,?,29800,http://attrition.org/dataloss/2008/01/fallon01.html,DL-0885,,No,No,No,No
1/25/2008,Penn State University,US,Edu,Uni,Stolen Laptop,SSN,?,Outside,No,,677,http://attrition.org/dataloss/2008/01/psu01.html,DL-0886,,No,No,No,No
1/25/2008,OmniAmerican Bank,US,Biz,Fin,Hack,CCN,?,Outside,No,,100,http://attrition.org/dataloss/2008/01/omniam01.html,DL-0940,,No,No,No,No
1/28/2008,T. Rowe Price Retirement Plan Services,US,Biz,Fin,Stolen Computers,SSN,NAA,Outside,Yes,CBIZ Benefits and Insurance Services Inc,35000,http://attrition.org/dataloss/2008/01/trowe01.html,DL-0887,,No,No,No,No
1/29/2008,Georgetown University,US,Edu,Uni,Stolen Disk Drive,SSN,NAA,Outside,No,,38000,http://attrition.org/dataloss/2008/01/gtown01.html,DL-0888,,No,No,No,No
1/29/2008,Wake County North Carolina Emergency Medical Services,US,Med,County,Missing Laptop,SSN,NAA,Outside,No,,4642,http://attrition.org/dataloss/2008/01/wakeems01.html,DL-0889,,No,No,No,No
1/29/2008,Horizon Blue Cross Blue Shield of New Jersey,US,Med,Ins,Stolen Laptop,SSN,NAA,Outside,No,,300000,http://attrition.org/dataloss/2008/01/horizon01.html,DL-0890,,No,No,No,No
1/30/2008,Davidson Companies,US,Biz,Fin,Hack,SSN,NAA,Outside,No,,226000,http://attrition.org/dataloss/2008/01/davidson01.html,DL-0891,,No,No,Yes,No
1/31/2008,South Carolina Department of Health and Environmental Control,US,Gov,State,Stolen Laptop,SSN,NAA,Outside,No,,400,http://attrition.org/dataloss/2008/01/scdhec01.html,DL-0892,,No,No,No,No
1/31/2008,University of Minnesota Reproductive Medicine Center,US,Med,Pro,Lost Drive,MED,NAA,Outside,No,,3100,http://attrition.org/dataloss/2008/01/umrmc01.html,DL-0893,,No,No,No,No
2/1/2008,Marine Corps Bases Japan,US,Gov,Fed,Stolen Laptop,SSN,NAA,Outside,No,,4000,http://attrition.org/dataloss/2008/02/mcbj01.html,DL-0894,,No,No,No,No
2/2/2008,Diocese of Providence,US,Biz,NFP,Stolen Computers,SSN,NAA,Outside,No,,5000,http://attrition.org/dataloss/2008/02/dop01.html,DL-0895,,No,No,No,No
2/7/2008,Memorial Hospital,US,Med,Hos,Missing Laptop,SSN,NAA,Outside,No,,4300,http://attrition.org/dataloss/2008/02/memorial01.html,DL-0896,,No,No,No,No
2/8/2008,MLSGear.com,US,Biz,Retail,Hack,CCN,NAA,Outside,Yes,?,?,http://attrition.org/dataloss/2008/02/mlsgear01.html,DL-0897,,No,No,No,No
2/11/2008,Jefferson County Colorado Public Schools,US,Edu,County,Stolen Computer,NAA,DOB,Outside,No,,2900,http://attrition.org/dataloss/2008/02/jeffco01.html,DL-0898,,No,No,No,No
2/12/2008,Modesto California City Schools / Clovis Unified / Los Angeles Department of Water and Power / Torrance Unified School District / Nestle Waters North America,US,Edu,City,Stolen Drive,SSN,NAA,Outside,Yes,Systematic Automation Inc,40000,http://attrition.org/dataloss/2008/02/modesto01.html,DL-0899,,No,Yes,No,Yes
2/12/2008,Long Island University,US,Edu,Uni,Snail Mail,SSN,NAA,Outside,No,,30000,http://attrition.org/dataloss/2008/02/liu01.html,DL-0900,,No,No,No,No
2/13/2008,Lifeblood,US,Med,Pro,Missing Laptops,SSN,NAA,Outside,No,,321000,http://attrition.org/dataloss/2008/02/lifeblood01.html,DL-0901,,No,No,No,No
2/13/2008,Middle Tennessee State University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,1500,http://attrition.org/dataloss/2008/02/mtsu01.html,DL-0902,,No,No,No,No
2/14/2008,Tenet Healthcare Corporation,US,Med,Pro,Fraud - SE,SSN,NAA,Inside - Malicious,No,,37000,http://attrition.org/dataloss/2008/02/tenet01.html,DL-0903,,No,No,No,Yes
2/14/2008,Russells Hall Hospital,GB,Med,Hos,Stolen Laptop,MED,?,Outside,No,,5123,http://attrition.org/dataloss/2008/02/russells01.html,DL-0904,,No,No,No,No
2/15/2008,Lexmark International,US,Biz,Tech,Web,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/02/lexmark01.html,DL-0905,,No,No,No,No
2/15/2008,Crosslines Ministries of Carthage,US,Biz,NFP,Stolen Documents,SSN,NAA,Outside,No,,2000,http://attrition.org/dataloss/2008/02/carthage01.html,DL-0906,,No,No,No,No
2/15/2008,First Magnus Financial,US,Biz,Fin,Disposal - Documents,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/02/magnus01.html,DL-0909,,No,No,No,No
2/16/2008,Texas A&M University,US,Edu,Uni,Web,SSN,NAA,Outside,No,,3000,http://attrition.org/dataloss/2008/02/texasam01.html,DL-0907,,No,No,No,No
2/21/2008,Newfoundland Eastern School District,CA,Edu,HS,Stolen Laptop,MED,NAA,Outside,No,,28000,http://attrition.org/dataloss/2008/02/nesd01.html,DL-0908,,No,No,No,No
2/25/2008,Mecklenburg County North Carolina,US,Gov,County,Stolen Documents,ACC,?,Outside,No,,400,http://attrition.org/dataloss/2008/02/mecklen01.html,DL-0910,,No,No,No,Yes
2/25/2008,LGT Bank,LI,Biz,Fin,Stolen Documents,ACC,FIN,Outside,No,,1400,http://attrition.org/dataloss/2008/02/lgr01.html,DL-0929,,No,No,No,No
2/27/2008,Health Net Federal Services,US,Gov,Pro,Web,SSN,?,Outside,No,,103000,http://attrition.org/dataloss/2008/02/hnfs01.html,DL-0911,,No,No,No,No
2/29/2008,Wellesley Health Department,US,Gov,Pro,Snail Mail,SSN,NAA,Outside,No,,480,http://attrition.org/dataloss/2008/02/whd01.html,DL-0912,,No,No,No,No
3/3/2008,Kraft Foods,US,Biz,Ind,Missing Laptop,SSN,NAA,Outside,No,,20000,http://attrition.org/dataloss/2008/03/kraft01.html,DL-0913,,KFT,No,No,No
3/5/2008,Madeley Health Center,GB,Med,Pro,Stolen Drive,NAA,MED,Outside,No,,238,http://attrition.org/dataloss/2008/03/madeley01.html,DL-0914,,No,No,No,No
3/5/2008,Nevada Department of Public Safety,US,Gov,State,Lost Drive,SSN,NAA,Outside,Yes,Crown Stanley and Silverman,109,http://attrition.org/dataloss/2008/03/ndps01.html,DL-0915,,No,No,No,No
3/6/2008,Cascade Healthcare Community,US,Med,Pro,Hack,CCN,NAA,Outside,No,,11500,http://attrition.org/dataloss/2008/03/cascade01.html,DL-0916,,No,No,No,No
3/8/2008,MTV Networks,US,Biz,Ind,Hack,SSN,NAA,Outside,No,,5000,http://attrition.org/dataloss/2008/03/mtv01.html,DL-0917,,No,No,No,No
3/10/2008,Blue Cross Blue Shield of Western New York,US,Med,Pro,Missing Laptop,SSN,NAA,Outside,No,,40000,http://attrition.org/dataloss/2008/03/bcbswny01.html,DL-0918,,No,No,No,No
3/12/2008,Harvard University,US,Edu,Uni,Hack,SSN,?,Outside,No,,10000,http://attrition.org/dataloss/2008/03/harvard01.html,DL-0919,,No,No,No,No
3/13/2008,University Health Care,US,Med,Pro,Stolen Laptop,SSN,NAA,Outside,No,,4800,http://attrition.org/dataloss/2008/03/uhc01.html,DL-0920,,No,No,No,No
3/15/2008,Utah Division of Finance,US,Gov,State,Hack,?,?,Outside,No,,500,http://attrition.org/dataloss/2008/03/udof01.html,DL-0922,,No,No,No,No
3/15/2008,Broward County School District,US,Edu,HS,Hack,SSN,NAA,Outside,No,,38000,http://attrition.org/dataloss/2008/03/broward02.html,DL-0937,,No,No,No,No
3/17/2008,Hannaford,US,Biz,Retail,Hack,CCN,?,Outside,No,,4200000,http://attrition.org/dataloss/2008/03/hannaford01.html,DL-0921,,No,No,Yes,No
3/17/2008,Binghamton University,US,Edu,Uni,Email,SSN,NAA,Inside - Accidental,No,,300,http://attrition.org/dataloss/2008/03/bu01.html,DL-0923,,No,No,No,No
3/19/2008,Affordable Realty,US,Biz,Fin,Disposal - Documents,SSN,FIN,Outside,No,,?,http://attrition.org/dataloss/2008/03/ar01.html,DL-0924,,No,Yes,No,No
3/20/2008,Lasell College,US,Edu,Uni,Hack,SSN,NAA,Inside - Malicious,No,,20000,http://attrition.org/dataloss/2008/03/lasell01.html,DL-0925,,No,No,No,No
3/21/2008,Rhode Island Department of Administration,US,Gov,State,Lost Media,SSN,?,Outside,No,,1400,http://attrition.org/dataloss/2008/03/ridoa01.html,DL-0927,,No,No,No,No
3/21/2008,Compass Bank,US,Biz,Fin,Stolen Drive,ACC,NAA,Inside - Malicious,No,,1000000,http://attrition.org/dataloss/2008/03/compass02.html,DL-0933,,No,Yes,No,Yes
3/22/2008,Agilent Technologies,US,Biz,Tech,Stolen Laptop,SSN,NAA,Outside,Yes,Stock & Option Solutions,51000,http://attrition.org/dataloss/2008/03/agilent01.html,DL-0926,,A,No,No,No
3/23/2008,Western Carolina University,US,Edu,Uni,Hack,SSN,?,Outside,No,,555,http://attrition.org/dataloss/2008/03/wcu01.html,DL-0928,,No,No,No,No
3/24/2008,National Institutes of Health,US,Gov,Fed,Stolen Laptop,MED,SSN,Outside,No,,2500,http://attrition.org/dataloss/2008/03/nih01.html,DL-0930,,No,No,No,No
3/24/2008,Super 8 Motel,US,Biz,Hotel,Disposal - Documents,SSN,NAA,Inside - Accidental,No,,?,http://attrition.org/dataloss/2008/03/super801.html,DL-0942,,No,No,No,No
3/26/2008,The Dental Network,US,Med,Pro,Web,SSN,NAA,Outside,No,,75000,http://attrition.org/dataloss/2008/03/dental01.html,DL-0931,,No,No,No,No
3/26/2008,BNY Mellon Shareowner Services,US,Biz,Fin,Lost Tapes,SSN,NAA,Outside,No,,3500,http://attrition.org/dataloss/2008/03/bnym01.html,DL-0932,,No,No,No,No
3/28/2008,Antioch University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,70000,http://attrition.org/dataloss/2008/03/antioch01.html,DL-0934,,No,No,No,No
3/28/2008,Leicester NHS Trust,GB,Biz,Fin,Disposal - Documents,SSN,NAA,Outside,No,,180,http://attrition.org/dataloss/2008/03/nhs01.html,DL-0935,,No,No,No,No
3/28/2008,Museum of Science Boston,US,Biz,NFP,Web,CCN,NAA,Outside,No,,140,http://attrition.org/dataloss/2008/03/bmos01.html,DL-0936,,No,No,No,No
3/31/2008,Advance Auto Parts,US,Biz,Retail,Hack,FIN,?,Outside,No,,56000,http://attrition.org/dataloss/2008/03/aap01.html,DL-0938,,No,No,No,No
4/1/2008,Okemo Mountain Resort,US,Biz,Retail,Hack,CCN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/04/okemo01.html,DL-0939,,No,No,No,No
4/4/2008,University of California Irvine,US,Edu,Uni,Hack,SSN,NAA,Inside - Malicious,Yes,UnitedHealthcare,1132,http://attrition.org/dataloss/2008/04/uci01.html,DL-0943,,No,No,No,Yes
4/7/2008,Pfizer,US,Biz,Med,Stolen Laptop,CCN,NAA,Outside,No,,800,http://attrition.org/dataloss/2008/04/pfizer05.html,DL-0944,,PFE,No,No,No
4/8/2008,Wellpoint,US,Med,Ins,Web,SSN,MED,Outside,Yes,?,128000,http://attrition.org/dataloss/2008/04/wellpoint01.html,DL-0945,,WLP,No,No,No
4/8/2008,WellCare,US,Med,Ins,Web,SSN,MED,Outside,No,,71000,http://attrition.org/dataloss/2008/04/wellcare01.html,DL-0946,,WCG,No,No,No
4/10/2008,Joliet West High School,US,Edu,HS,Hack,SSN,NAA,Inside - Malicious,No,,?,http://attrition.org/dataloss/2008/04/jwhs01.html,DL-0947,,No,No,No,Yes
4/11/2008,New York-Presbyterian Hospital/Weill Cornell Medical Center,US,Med,Pro,Fraud - SE,SSN,NAA,Inside - Malicious,No,,49841,http://attrition.org/dataloss/2008/04/hospital01.html,DL-0948,,No,No,No,Yes
4/11/2008,Bowdoin College,US,Edu,Uni,Web,SSN,NAA,Inside - Accidental,No,,?,http://attrition.org/dataloss/2008/04/bowdoin01.html,DL-0974,,No,No,No,No
4/12/2008,West Seneca School District,US,Edu,HS,Hack,SSN,NAA,Inside - Malicious,No,,1800,http://attrition.org/dataloss/2008/04/senecasd01.html,DL-0950,,No,No,No,No
4/13/2008,University of Toledo,US,Edu,Uni,?,SSN,NAA,Inside - Accidental,No,,6488,http://attrition.org/dataloss/2008/04/toledo01.html,DL-0949,,No,No,No,No
4/14/2008,Stokes County Schools,US,Edu,HS,Stolen Computer,SSN,NAA,Outside,No,,800,http://attrition.org/dataloss/2008/04/stokes01.html,DL-0952,,No,No,No,No
4/16/2008,University of Virginia,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,7000,http://attrition.org/dataloss/2008/04/uva01.html,DL-0951,,No,No,No,No
4/17/2008,Connecticut State University System / Buffalo State / Northwest Missouri State University,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,Yes,Sungard,28879,http://attrition.org/dataloss/2008/04/csus01.html,DL-0953,,No,No,No,No
4/17/2008,University of Miami,US,Edu,Uni,Stolen Tapes,SSN,CCN,Outside,No,,2100000,http://attrition.org/dataloss/2008/04/umiami03.html,DL-0954,,No,No,No,No
4/19/2008,Central Collection Bureau,US,Biz,Fin,Stolen Computers,SSN,NAA,Outside,No,,700000,http://attrition.org/dataloss/2008/04/ccb01.html,DL-0955,,No,No,No,No
4/22/2008,Bank of Ireland,IE,Biz,Fin,Stolen Laptops,ACC,NAA,Outside,No,,31500,http://attrition.org/dataloss/2008/04/boe01.html,DL-0956,,No,No,No,No
4/22/2008,LendingTree,US,Biz,Fin,Fraud - SE,SSN,NAA,Inside - Malicious,No,,?,http://attrition.org/dataloss/2008/04/ltree01.html,DL-0957,,No,No,Yes,No
4/22/2008,Boots Dental Plan,GB,Med,Ins,Stolen Tapes,ACC,?,Outside,Yes,,34000,http://attrition.org/dataloss/2008/04/boots01.html,DL-0958,,No,No,No,No
4/22/2008,University of Massachusetts,US,Edu,Uni,Hack,MED,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/04/umass01.html,DL-0962,,No,No,No,No
4/22/2008,CollegeInvest,US,Biz,Fin,Lost Drive,NAA,?,Inside - Accidental,No,,200000,http://attrition.org/dataloss/2008/04/collinv01.html,DL-0963,,No,No,No,No
4/23/2008,University of Texas Health Science Center,US,Med,Pro,Snail Mail,SSN,NAA,Outside,Yes,CBE Group Inc,2000,http://attrition.org/dataloss/2008/04/uthsc01.html,DL-0959,,No,No,No,No
4/23/2008,Southern Connecticut State University,US,Edu,Uni,Hack,SSN,?,Outside,No,,11000,http://attrition.org/dataloss/2008/04/scsu01.html,DL-0960,,No,No,No,No
4/23/2008,Chrysler Financial,CA,Biz,Fin,Lost Tape,FIN,?,Outside,Yes,UPS,?,http://attrition.org/dataloss/2008/04/chrysler01.html,DL-0961,,No,No,No,No
4/25/2008,University of Colorado ,US,Edu,Uni,Hack *DISPUTED*,SSN,NAA,Outside,No,,9500,http://attrition.org/dataloss/2008/04/cub02.html,DL-0964,,No,No,No,No
4/25/2008,Baltimore State Highway Department,US,Gov,State,?,SSN,NAA,Inside - Accidental,No,,?,http://attrition.org/dataloss/2008/04/bshd01.html,DL-0966,,No,No,No,No
4/25/2008,Child Assessment Service Tuen Mun Centre,HK,Gov,HK,Stolen Drive,MED,NAA,Outside,No,,700,http://attrition.org/dataloss/2008/04/hkhgtam01.html,DL-0965,,No,No,No,No
4/25/2008,Baltimore Highway Administration,US,Gov,City,?,SSN,NAA,Inside - Accidental,No,,1800,http://attrition.org/dataloss/2008/04/bshd01.html,DL-0967,,No,No,No,No
4/28/2008,Coos County Oregon,US,Gov,County,Stolen Laptop,SSN,NAA,Outside,Yes,Hough MacAdam & Wartnik LLC,500,http://attrition.org/dataloss/2008/04/coosc01.html,DL-0968,,No,No,No,No
5/1/2008,Lunardi's Supermarket,US,Biz,Retail,Hack,CCN,?,Unknown,No,,100,http://attrition.org/dataloss/2008/05/lunardi01.html,DL-0975,,No,No,No,No
5/1/2008,Staten Island University Hospital,US,Med,Hos,Stolen Computer,SSN,NAA,Outside,No,,88000,http://attrition.org/dataloss/2008/05/siuh01.html,DL-0969,,No,No,No,No
5/1/2008,University of California San Francisco,US,Edu,Uni,Web,MED,NAA,Outside,Yes,Target America Inc,6313,http://attrition.org/dataloss/2008/05/ucsf04.html,DL-0970,,No,No,No,No
5/2/2008,Iredell County Tax Collector,US,Gov,County,Stolen Documents,ACC,NAA,Outside,Yes,?,468,http://attrition.org/dataloss/2008/05/iredell01.html,DL-0971,,No,No,No,No
5/4/2008,Westpac,AU,Biz,Fin,Hack,CCN,?,Outside,No,,2000,http://attrition.org/dataloss/2008/05/westpac01.html,DL-0976,,No,No,No,No
5/6/2008,Ohio State University Agricultural Technical Institute,US,Edu,Uni,Email,SSN,NAA,Outside,No,,192,http://attrition.org/dataloss/2008/05/osuati01.html,DL-0972,,No,No,No,No
5/6/2008,Northeast Security,US,Biz,Pro,Disposal - Documents,SSN,NAA,Inside,No,,?,http://attrition.org/dataloss/2008/05/nesecu01.html,DL-0977,,No,No,No,No
5/7/2008,Bank of New York Mellon,US,Biz,Fin,Lost Tape,SSN,NAA,Outside,Yes,Archive Systems Inc,4500000,http://attrition.org/dataloss/2008/05/mellon01.html,DL-0978,,No,No,No,No
5/8/2008,Hongkong and Shanghai Banking Corporation,HK,Biz,Fin,Stolen Computer,FIN,NAA,Outside,No,,159000,http://attrition.org/dataloss/2008/05/shanghai01.html,DL-0979,,No,No,No,No
5/8/2008,Dominican University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,5000,http://attrition.org/dataloss/2008/05/dominu01.html,DL-0980,,No,No,No,No
5/8/2008,Las Cruces Public Schools,US,Edu,HS,Web,?,?,Inside - Accidental,No,,1800,http://attrition.org/dataloss/2008/05/lcruces01.html,DL-0981,,No,No,No,No
5/9/2008,Princeton University Tower Club,US,Edu,Uni,Email,SSN,NAA,Inside - Accidental,No,,103,http://attrition.org/dataloss/2008/05/putc01.html,DL-0982,,No,No,No,No
5/11/2008,Chilean Ministry of Education,CL,Gov,Fed,Hack,SSN,NAA,Outside,No,,6000000,http://attrition.org/dataloss/2008/05/cmoe01.html,DL-0983,,No,No,No,No
5/12/2008,Pfizer,US,Biz,Med,Stolen Laptop,FIN,NAA,Outside,No,,13000,http://attrition.org/dataloss/2008/05/pfizer01.html,DL-0984,,PFE,No,No,No
5/12/2008,Dave & Buster's,US,Biz,Retail,Hack,CCN,?,Outside,No,,5000,http://attrition.org/dataloss/2008/05/davbus01.html,DL-0994,,No,No,No,Yes
5/14/2008,First Calgary Savings,CA,Biz,Fin,Stolen Laptop,ACC,?,Outside,No,,?,http://attrition.org/dataloss/2008/05/fcs01.html,DL-0985,,No,No,No,No
5/14/2008,Oklahoma State University,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,70000,http://attrition.org/dataloss/2008/05/osu01.html,DL-0986,,No,No,No,No
5/15/2008,BB&T Insurance,US,Biz,Ins,Stolen Laptop,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/05/bbti01.html,DL-0987,,No,No,No,No
5/16/2008,Spring Independent School District,US,Edu,HS,Stolen Drive,SSN,NAA,Outside,No,,8000,http://attrition.org/dataloss/2008/05/spring01.html,DL-0988,,No,No,No,No
5/16/2008,Greil Memorial Psychiatric Hospital,US,Med,Hos,Lost Document,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/05/greil01.html,DL-0989,,No,No,No,No
5/20/2008,University of Florida College of Medicine - Jacksonville,US,Edu,Med,Disposal - Computer,SSN,MED,Inside - Accidental,No,,1900,http://attrition.org/dataloss/2008/05/uf01.html,DL-0990,,No,No,No,No
5/20/2008,New York University,US,Edu,Uni,Web,SSN,NAA,Outside,Yes,Duke University,273,http://attrition.org/dataloss/2008/05/nyu01.html,DL-0991,,No,No,No,No
5/21/2008,Oklahoma Corporation Commission,US,Gov,State,Disposal - Computer,SSN,?,Inside - Accidental,No,,5000,http://attrition.org/dataloss/2008/05/osccom01.html,DL-0995,,No,No,No,No
5/22/2008,HealthSpring,US,Med,Pro,Stolen Laptop,SSN,NAA,Outside,No,,9000,http://attrition.org/dataloss/2008/05/hspring01.html,DL-0992,,No,No,No,No
5/22/2008,Downingtown Area School District,US,Edu,HS,Hack,SSN,NAA,Outside,No,,56000,http://attrition.org/dataloss/2008/05/dasd01.html,DL-0993,,No,No,No,Yes
5/28/2008,University of California San Francisco,US,Edu,Uni,Hack,MED,NAA,Outside,No,,3569,http://attrition.org/dataloss/2008/05/ucsf01.html,DL-0996,,No,No,No,No
5/29/2008,State Street Corp,US,Biz,Fin,Stolen Comptuter,SSN,NAA,Outside,No,,45500,http://attrition.org/dataloss/2008/05/sscorp01.html,DL-0997,,STT,No,No,No
5/31/2008,Pocono Mountain School District,US,Edu,HS,Web,SSN,NAA,Outside,No,,11000,http://attrition.org/dataloss/2008/05/pmsd01.html,DL-0998,,No,No,No,No
6/2/2008,Walter Reed Army Medical Center,US,Gov,Med,Web,SSN,NAA,Outside,No,,1000,http://attrition.org/dataloss/2008/06/wramc01.html,DL-0999,,No,No,No,No
6/2/2008,Connecticut Department of Labor,US,Gov,State,Lost Document,SSN,NAA,?,No,,1200,http://attrition.org/dataloss/2008/06/ctdol01.html,DL-1000,,No,No,No,No
6/3/2008,Oregon State University,US,Edu,Uni,Hack,CCN,?,Outside,No,,4700,http://attrition.org/dataloss/2008/06/osu01.html,DL-1001,,No,No,No,No
6/4/2008,Medisure,GB,Med,Pro,Stolen Tapes,MED,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/06/medisure01.html,DL-1002,,No,No,No,No
6/4/2008,AT&T,US,Biz,Retail,Stolen Laptop,SSN,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/06/att02.html,DL-1003,,T,No,No,No
6/4/2008,Canadian Canola Growers Association,CA,Gov,Fed,Stolen Laptop,SSN,NAA,Outside,No,,32000,http://attrition.org/dataloss/2008/06/ccga01.html,DL-1004,,No,No,Yes,No
6/6/2008,Stanford University,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,72000,http://attrition.org/dataloss/2008/06/stanford01.html,DL-1005,,No,No,No,No
6/7/2008,East Tennessee State University,US,Edu,Uni,Stolen Computer,?,?,Outside,No,,6200,http://attrition.org/dataloss/2008/06/etsu01.html,DL-1006,,No,No,No,No
6/9/2008,University of South Carolina,US,Edu,Uni,Stolen Computer,SSN,?,Outside,No,,7000,http://attrition.org/dataloss/2008/06/usc01.html,DL-1007,,No,No,No,No
6/10/2008,Cotton Traders,GB,Biz,Retail,Hack,CCN,NAA,Outside,No,,38000,http://attrition.org/dataloss/2008/06/usc01.html ,DL-1008,,No,No,No,No
6/10/2008,1st Source Bank,US,Biz,Fin,Hack,CCN,?,Outside,No,,?,http://attrition.org/dataloss/2008/06/fsb01.html,DL-1009,,No,No,No,No
6/10/2008,University of Utah Hospitals and Clinics,US,Med,Hos,Stolen Tape,SSN,NAA,Outside,Yes,Perpetual Storage Inc,2200000,http://attrition.org/dataloss/2008/06/uuhc01.html,DL-1010,,No,Yes,Yes,Yes
6/10/2008,University of Florida,US,Edu,Uni,Web,SSN,NAA,Outside,No,,11300,http://attrition.org/dataloss/2008/06/uflorida01.html,DL-1011,,No,No,No,No
6/11/2008,Dickson County TN Board of Education,US,Edu,County,Stolen Laptop,SSN,NAA,Outside,No,,850,http://attrition.org/dataloss/2008/06/dcboe01.html,DL-1012,,No,No,No,No
6/12/2008,Columbia University,US,Edu,Uni,Web,SSN,?,Outside,No,,5000,http://attrition.org/dataloss/2008/06/columbia01.html,DL-1013,,No,No,No,No
6/13/2008,Texas Insurance Claims Services,US,Biz,Ins,Disposal - Documents,SSN,NAA,Inside,No,,?,http://attrition.org/dataloss/2008/06/tics01.html,DL-1014,,No,No,No,No
6/18/2008,Castlecroft Medical Practice,GB,Med,Pro,Stolen Laptop,MED,NAA,Outside,No,,11000,http://attrition.org/dataloss/2008/06/cmp01.html,DL-1015,,No,No,No,No
6/19/2008,Petroleum Wholesale,US,Biz,Retail,Disposal - Document,SSN,CCN,Inside,No,,?,http://attrition.org/dataloss/2008/06/petro01.html,DL-1016,,No,No,Yes,No
6/20/2008,Virgin Media,GB,Biz,Retail,Lost Media,ACC,NAA,Inside  - Accidential,No,,3000,http://attrition.org/dataloss/2008/06/virgin02.html,DL-1017,,No,No,No,No
6/23/2008,CNET Networks / Google,US,Biz,Tech,Stolen Computer,SSN,NAA,Outside,Yes,Colt Express Outsourcing Services,?,http://attrition.org/dataloss/2008/06/cnet01.html,DL-1018,,No,No,No,No
6/24/2008,California Department of Consumer Affairs,US,Gov,State,Email,SSN,NAA,Outside,No,,5000,http://attrition.org/dataloss/2008/06/cdca01.html,DL-1020,,No,No,No,Yes
6/24/2008,Southeast Missouri State University,US,Edu,Uni,Fraud - SE,SSN,NAA,Inside - Malicious,No,,800,http://attrition.org/dataloss/2008/06/semo01.html,DL-1019,,No,No,No,Yes
6/26/2008,Texas Department of Public Safety,US,Gov,State,Stolen Document,SSN,NAA,Outside,Yes,L-1 Identity Solutions,826,http://attrition.org/dataloss/2008/06/tdps01.html,DL-1021,,No,No,No,No
6/27/2008,Montgomery Ward,US,Biz,Retail,Hack,CCN,NAA,Outside,Yes,Direct Marketing Services,51000,http://attrition.org/dataloss/2008/06/wards01.html,DL-1022,,No,No,No,No
7/2/2008,Baptist Health,US,Med,Pro,Fraud - SE,SSN,NAA,Outside,No,,1800,http://attrition.org/dataloss/2008/07/baptist01.html,DL-1023,,No,No,No,Yes
7/2/2008,University of Nebraska at Kearney,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,2035,http://attrition.org/dataloss/2008/07/unk01.html,DL-1024,,No,No,No,No
7/4/2008,Associated Newspapers,GB,Biz,Media,Stolen Laptop,ACC,NAA,Outside,No,,?,http://attrition.org/dataloss/2008/07/an01.html,DL-1025,,No,No,No,No
7/4/2008,Clark County Nevada District Court,US,Gov,County,Email,SSN,NAA,Outside,No,,380,http://attrition.org/dataloss/2008/07/ccdc01.html,DL-1026,,No,No,No,No
7/7/2008,Florida Agency for Health Care Administration,US,Gov,State,Web,SSN,NAA,Outside,No,,55000,http://attrition.org/dataloss/2008/07/flhca01.html,DL-1027,,No,No,No,No
7/8/2008,Yan Chai Hospital,HK,Med,Hos,Lost Media,SSN,NAA,Outside,No,,3000,http://attrition.org/dataloss/2008/07/yanchai01.html,DL-1028,,No,No,No,No
7/8/2008,LPL Financial,US,Biz,Fin,Hack,SSN,NAA,Outside,No,,10219,http://attrition.org/dataloss/2008/07/lpl01.html,DL-1029,,No,No,No,No
7/9/2008,Wagner Resource Group,US,Biz,Fin,Web,SSN,Outside,No,No, ,2000,http://attrition.org/dataloss/2008/07/wagner01.html,DL-1030, ,No,No,No,No
7/10/2008,Williamson County Tennessee Schools,US,Edu,County,Web,SSN,NAA,Outside,No,,5100,http://attrition.org/dataloss/2008/07/wcs01.html,DL-1031,,No,No,No,No
